FISHERIES_WATERBODY_ID,LAKE_NAME,ALT_LAKE_NAME,DOW_NBR_PRIMARY,DOW_SUB_BASIN_NBR_PRIMARY,FETCH_ORIENTATION_DEGREES,LAKE_AREA_DOW_ACRES,LAKE_AREA_GIS_ACRES,LAKE_AREA_MN_ACRES,LAKE_AREA_PLANIMETERED_ACRES,LAKE_CENTER_LAT_DD5,LAKE_CENTER_LONG_DD5,LAKE_CENTER_UTM_EASTING,LAKE_CENTER_UTM_NORTHING,LAKE_CLASS_ID_PRIMARY,LAKE_CLASS_ID_ALTERNATE,LARGE_LAKE_FLAG,LITTORAL_AREA_ACRES,MAX_DEPTH_FEET,MAX_FETCH_MILES,MEAN_DEPTH_FEET,PLS_SECTION_ID_LAKE_CENTER,SHORE_LENGTH_MILES,UTM_DATUM_ID,UTM_ZONE_ID,WATERSHED_MINOR_ID
"2,852",Fish,,20065.0,0.0,337.0,432.0,334,334,332,45.40323,-93.16672,"486,952","5,027,759",39.0,,N,334.0,10.0,1.0,3.0,"3,402,326",3.0,83.0,15.0,"21,089"
"2,853",Fawn,,20035.0,0.0,45.0,57.0,58,58,71,45.40761,-93.05345,"495,817","5,028,234",36.0,,N,43.0,23.0,1.0,,"3,402,226",2.0,83.0,15.0,"37,040"
"2,854",Minard,,20067.0,0.0,,124.0,119,119,138,45.40392,-93.24779,"480,608","5,027,853",43.0,,N,119.0,7.0,,4.0,"3,402,330",2.0,83.0,15.0,"21,089"
"2,855",Pioneer,,130034.0,0.0,360.0,77.0,77,77,77,45.40203,-92.81947,"514,129","5,027,628",30.0,21.0,N,77.0,8.0,1.0,,"3,402,027",2.0,83.0,15.0,"37,042"
"2,857",Hefta,,340347.0,0.0,,115.0,126,126,100,45.37489,-95.2379,"324,773","5,027,033",42.0,,N,126.0,10.0,1.0,,"12,203,618",3.0,83.0,15.0,"26,027"
"2,858",South Sunrise Pool,,130059.0,1.0,,489.0,299,299,490,45.38685,-92.96758,"502,538","5,025,927",42.0,43.0,N,299.0,7.0,,,"3,402,133",9.0,83.0,15.0,"37,041"
"2,859",Rice,,860164.0,0.0,337.0,95.0,92,92,88,45.38271,-93.99539,"422,072","5,025,948",30.0,,N,59.0,24.0,1.0,7.0,"12,202,618",2.0,83.0,15.0,"17,005"
"2,860",Martin,,20034.0,0.0,360.0,223.0,232,232,234,45.38535,-93.08516,"493,333","5,025,763",24.0,,N,140.0,20.0,1.0,,"3,402,233",3.0,83.0,15.0,"37,040"
"2,861",Hinz,,730005.0,0.0,,13.0,15,15,13,45.38366,-94.12724,"411,751","5,026,189",33.0,,N,6.0,35.0,0.0,16.0,"12,202,718",1.0,83.0,15.0,"17,016"
"2,862",Unnamed,,60058.0,0.0,,59.0,140,140,59,45.33845,-96.27562,"243,357","5,025,770",,,N,140.0,10.0,,,"12,204,526",4.0,83.0,15.0,"22,001"
"2,863",Hulbert,,730008.0,0.0,,13.0,17,17,13,45.37854,-94.12665,"411,789","5,025,620",33.0,,N,11.0,25.0,0.0,10.0,"12,202,718",1.0,83.0,15.0,"17,016"
"2,865",South Brown's,,730148.0,0.0,,52.0,65,65,97,45.36884,-94.52914,"380,256","5,025,063",,,N,65.0,5.0,,,"12,203,123",2.0,83.0,15.0,"16,015"
"2,866",Unnamed,North Long Tom,60060.0,0.0,315.0,24.0,64,64,24,45.32963,-96.36632,"236,210","5,025,083",42.0,,N,64.0,13.0,1.0,,"12,204,531",2.0,83.0,15.0,"22,035"
"2,867",Quinn,,730007.0,0.0,,21.0,22,22,21,45.37292,-94.12432,"411,963","5,024,993",33.0,,N,9.0,31.0,0.0,14.0,"12,202,718",1.0,83.0,15.0,"17,016"
"2,868",Unnamed,Wiese,60442.0,0.0,,20.0,19,19,20,45.3313,-96.23647,"246,392","5,024,851",,,N,19.0,5.0,,,"12,204,431",1.0,83.0,15.0,"22,032"
"2,869",Unnamed,Schellburg Pond,60094.0,0.0,,20.0,41,41,20,45.32526,-96.39361,"234,051","5,024,687",,,N,41.0,9.0,,,"12,104,602",2.0,83.0,15.0,"22,035"
"2,870",Tamarack,,20021.0,0.0,,120.0,82,82,86,45.37245,-93.08127,"493,636","5,024,330",,,N,82.0,3.0,,,"3,302,204",2.0,83.0,15.0,"37,040"
"2,871",Long Tom,,60029.0,0.0,315.0,110.0,147,147,133,45.32195,-96.35793,"236,831","5,024,203",42.0,,N,147.0,15.0,1.0,,"12,104,506",5.0,83.0,15.0,"22,035"
"2,872",Unnamed,"West Rothi
West Rothi
West Rothi",60424.0,0.0,,80.0,112,112,80,45.32329,-96.29204,"241,994","5,024,093",,,N,112.0,11.0,,,"12,104,503",3.0,83.0,15.0,"22,001"
"2,874",Peterson,,130010.0,0.0,,15.0,17,17,15,45.37068,-92.77796,"517,387","5,024,153",36.0,,N,12.0,19.0,,,"3,302,001",1.0,83.0,15.0,"37,042"
"2,876",Island,,20022.0,0.0,360.0,109.0,73,73,67,45.36734,-93.09626,"492,462","5,023,763",38.0,,N,58.0,22.0,0.0,,"3,302,209",1.0,83.0,15.0,"37,055"
"2,878",Ogrens,,130011.0,0.0,,190.0,48,48,46,45.36531,-92.79327,"516,190","5,023,554",30.0,,N,31.0,41.0,1.0,,"3,302,012",1.0,83.0,15.0,"37,042"
"2,879",Sheldon,,860239.0,0.0,,52.0,50,50,43,45.35947,-94.02184,"419,968","5,023,392",30.0,,N,15.0,43.0,1.0,17.0,"12,202,724",1.0,83.0,15.0,"17,005"
"2,880",Linn,,130014.0,0.0,,180.0,177,177,180,45.35942,-92.82508,"513,700","5,022,893",,,N,177.0,15.0,,6.0,"3,302,010",3.0,83.0,15.0,"37,042"
"2,881",Thompson,,710096.0,0.0,,100.0,84,84,95,45.35874,-93.77771,"439,089","5,023,098",30.0,,N,63.0,22.0,1.0,10.0,"3,302,812",2.0,83.0,15.0,"17,048"
"2,882",Unnamed,Danielson Pond,60299.0,0.0,360.0,24.0,25,25,24,45.318,-96.16364,"252,041","5,023,147",,,N,25.0,8.0,0.0,,"12,104,403",1.0,83.0,15.0,"23,001"
"2,883",Munnwyler,,60093.0,0.0,,34.0,33,33,28,45.31164,-96.383,"234,819","5,023,139",43.0,,N,,23.0,,,"12,104,612",1.0,83.0,15.0,"22,035"
"2,886",Neds,,20057.0,0.0,,551.0,178,178,153,45.35777,-93.21763,"482,955","5,022,718",,,N,178.0,4.0,,3.0,"3,302,309",3.0,83.0,15.0,"21,098"
"2,887",Games,,340224.0,0.0,315.0,557.0,521,521,515,45.33238,-95.09865,"335,557","5,022,014",27.0,24.0,N,242.0,42.0,1.0,,"12,203,532",5.0,83.0,15.0,"26,042"
"2,888",Linwood,,20026.0,0.0,90.0,576.0,572,572,559,45.35167,-93.10822,"491,523","5,022,023",38.0,,N,475.0,42.0,1.0,11.0,"3,302,217",5.0,83.0,15.0,"37,055"
"2,889",Unnamed,,130008.0,0.0,,30.0,25,25,23,45.35629,-92.7763,"517,522","5,022,555",30.0,,N,11.0,88.0,,,"3,302,012",1.0,83.0,15.0,"37,050"
"2,890",Deer,,20059.0,0.0,,376.0,185,185,219,45.34607,-93.20129,"484,231","5,021,416",43.0,,N,167.0,9.0,,5.0,"3,302,315",3.0,83.0,15.0,"21,098"
"2,891",Monson,,760033.0,0.0,270.0,143.0,208,208,152,45.32352,-95.27907,"321,389","5,021,418",38.0,43.0,N,137.0,21.0,1.0,,"12,103,702",4.0,83.0,15.0,"26,046"
"2,892",Unnamed,,340222.0,0.0,360.0,22.0,28,28,33,45.32758,-95.04442,"339,790","5,021,375",40.0,37.0,N,28.0,9.0,0.0,,"12,203,535",1.0,83.0,15.0,"26,042"
"2,893",Mud,,20060.0,0.0,,184.0,38,38,37,45.34586,-93.21689,"483,009","5,021,395",40.0,,N,38.0,4.0,,2.0,"3,302,316",1.0,83.0,15.0,"21,098"
"2,894",Ember,,860171.0,0.0,,66.0,59,59,55,45.33837,-93.9857,"422,770","5,021,012",30.0,,N,23.0,45.0,1.0,11.0,"12,202,632",1.0,83.0,15.0,"17,004"
"2,895",Boot,,20028.0,0.0,,130.0,91,91,134,45.34099,-93.12882,"489,907","5,020,839",42.0,,N,,19.0,,,"3,302,218",3.0,83.0,15.0,"37,055"
"2,896",Pickerel,,20130.0,0.0,,303.0,238,238,274,45.33825,-93.44793,"464,905","5,020,624",43.0,,N,238.0,5.0,1.0,4.0,"3,302,522",3.0,83.0,15.0,"21,093"
"2,897",Unnamed,,60099.0,0.0,,10.0,10,10,10,45.29079,-96.39846,"233,509","5,020,874",,,N,10.0,6.0,,,"12,104,614",1.0,83.0,15.0,"22,035"
"2,898",Devil,,20058.0,0.0,,103.0,68,68,115,45.33901,-93.17369,"486,392","5,020,626",,,N,68.0,4.0,1.0,3.0,"3,302,323",1.0,83.0,15.0,"37,077"
"2,899",Bass,,20135.0,0.0,,92.0,82,82,65,45.33528,-93.46405,"463,640","5,020,301",,,N,82.0,5.0,,4.0,"3,302,521",1.0,83.0,15.0,"21,093"
"2,900",East Twin,,20133.0,0.0,45.0,141.0,92,92,116,45.33431,-93.5024,"460,634","5,020,212",24.0,,N,54.0,68.0,1.0,,"3,302,519",2.0,83.0,15.0,"21,093"
"2,901",Andrew,,340206.0,0.0,337.0,781.0,759,759,814,45.30997,-95.04386,"339,784","5,019,417",27.0,31.0,N,293.0,26.0,2.0,,"12,103,511",5.0,83.0,15.0,"26,042"
"2,902",Unnamed,Cassidy,860247.0,0.0,,18.0,15,15,16,45.33133,-94.05237,"417,537","5,020,296",30.0,,N,9.0,37.0,0.0,10.0,"12,202,735",1.0,83.0,15.0,"17,072"
"2,903",Twin,West Twin,710001.0,0.0,315.0,49.0,40,40,51,45.33392,-93.51267,"459,829","5,020,174",36.0,,N,40.0,18.0,,,"3,302,624",1.0,83.0,15.0,"21,093"
"2,905",Middle,,340208.0,0.0,270.0,376.0,368,368,353,45.31016,-95.07553,"337,302","5,019,501",43.0,42.0,N,368.0,11.0,1.0,7.0,"12,103,509",4.0,83.0,15.0,"26,042"
"2,906",Spider,,130019.0,0.0,,164.0,131,131,163,45.3233,-92.82568,"513,909","5,018,888",42.0,,N,122.0,9.0,1.0,,"3,302,027",6.0,83.0,15.0,"37,042"
"2,907",Little Mary,,860139.0,0.0,45.0,180.0,128,128,180,45.31893,-93.96567,"424,314","5,018,834",42.0,,N,125.0,16.0,1.0,4.0,"12,102,604",3.0,83.0,15.0,"17,004"
"2,908",Bear,,340148.0,0.0,,128.0,137,137,133,45.30473,-94.9977,"343,388","5,018,745",38.0,,N,113.0,21.0,1.0,,"12,103,407",2.0,83.0,15.0,"18,023"
"2,909",Swan,,20098.0,0.0,,273.0,40,40,31,45.31815,-93.28151,"477,936","5,018,333",40.0,,N,40.0,2.0,,2.0,"3,302,425",1.0,83.0,15.0,"21,097"
"2,910",Maria,Bjorkland,860137.0,0.0,,27.0,24,24,,45.31157,-93.95384,"425,232","5,018,005",,,N,,20.0,,,"12,102,603",1.0,83.0,15.0,"17,004"
"2,912",Willow,,730034.0,0.0,,186.0,156,156,186,45.30358,-94.34693,"394,226","5,017,555",,,N,156.0,4.0,,,"12,102,908",3.0,83.0,15.0,"17,012"
"2,914",Little Coon,,20032.0,0.0,,486.0,86,86,107,45.31204,-93.11084,"491,312","5,017,621",,,N,86.0,4.0,,3.0,"3,302,229",2.0,83.0,15.0,"37,043"
"2,916",First,Lower,860067.0,0.0,,14.0,17,17,16,45.30158,-93.83691,"434,385","5,016,794",30.0,,N,9.0,37.0,0.0,11.0,"12,102,509",1.0,83.0,15.0,"17,003"
"2,917",Moody,,130023.0,0.0,,49.0,45,45,35,45.30134,-92.86701,"510,426","5,016,435",30.0,,N,22.0,48.0,,10.0,"3,302,032",1.0,83.0,15.0,"37,051"
"2,918",Mud,Middle,860068.0,0.0,,29.0,33,33,24,45.29733,-93.83983,"434,152","5,016,323",30.0,,N,16.0,37.0,0.0,10.0,"12,102,509",2.0,83.0,15.0,"17,003"
"2,919",Birch,,860066.0,0.0,,103.0,100,100,76,45.29568,-93.88256,"430,799","5,016,176",30.0,,N,37.0,52.0,1.0,16.0,"12,102,518",2.0,83.0,15.0,"17,003"
"2,920",Shible,,760141.0,0.0,,340.0,340,340,340,45.25294,-96.05205,"260,514","5,015,582",43.0,,N,340.0,9.0,,7.0,"12,104,334",3.0,83.0,15.0,"22,004"
"2,921",Long,,860069.0,0.0,,160.0,96,96,67,45.28831,-93.8467,"433,603","5,015,327",30.0,,N,59.0,35.0,1.0,10.0,"12,102,516",3.0,83.0,15.0,"17,003"
"2,922",Clear,,470095.0,0.0,360.0,703.0,529,529,497,45.27487,-94.44533,"386,632","5,014,501",38.0,,N,480.0,18.0,2.0,10.0,"12,103,022",7.0,83.0,15.0,"17,014"
"2,924",Unnamed,Hidden,860320.0,0.0,,10.0,8,8,7,45.28997,-94.12262,"411,968","5,015,777",30.0,,N,3.0,32.0,0.0,14.0,"12,102,718",0.0,83.0,15.0,"17,006"
"2,926",Bone,Bonny,820054.0,0.0,337.0,219.0,221,221,210,45.28678,-92.85999,"510,980","5,014,818",24.0,,N,124.0,30.0,1.0,,"3,202,005",3.0,83.0,15.0,"37,051"
"2,927",Little Eagle,,860147.0,0.0,,40.0,36,36,79,45.28799,-93.90384,"429,122","5,015,341",30.0,,N,17.0,35.0,0.0,14.0,"12,102,613",1.0,83.0,15.0,"17,003"
"2,928",Swenson,,340321.0,0.0,202.0,102.0,108,108,109,45.26706,-95.13822,"332,261","5,014,842",43.0,39.0,N,108.0,14.0,1.0,,"12,103,625",2.0,83.0,15.0,"26,050"
"2,931",Betty,Betsy,470042.0,0.0,247.0,182.0,154,154,148,45.27494,-94.28189,"399,452","5,014,292",24.0,,N,90.0,29.0,1.0,,"12,102,923",2.0,83.0,15.0,"17,010"
"2,932",Scott,,860297.0,0.0,315.0,101.0,83,83,80,45.27532,-94.25797,"401,329","5,014,306",30.0,,N,52.0,23.0,1.0,,"12,102,819",2.0,83.0,15.0,"17,010"
"2,933",Little Mud,Mud,470096.0,0.0,247.0,43.0,37,37,37,45.27374,-94.42796,"387,992","5,014,352",30.0,,N,25.0,42.0,0.0,,"12,103,022",1.0,83.0,15.0,"17,014"
"2,934",Florida,,340217.0,0.0,225.0,801.0,705,705,674,45.25233,-95.05706,"338,585","5,013,040",27.0,31.0,N,267.0,40.0,1.0,,"12,103,534",4.0,83.0,15.0,"26,044"
"2,935",John,,860288.0,0.0,,506.0,397,397,411,45.2596,-94.16396,"408,678","5,012,448",38.0,,N,353.0,28.0,2.0,13.0,"12,102,826",5.0,83.0,15.0,"18,020"
"2,937",Goose,,820059.0,0.0,22.0,112.0,76,76,75,45.26803,-92.80913,"514,973","5,012,743",40.0,,N,41.0,25.0,1.0,13.0,"3,202,011",3.0,83.0,15.0,"37,050"
"2,938",Cedar,,860073.0,0.0,,271.0,163,163,147,45.26395,-93.87518,"431,340","5,012,645",38.0,,N,131.0,47.0,1.0,8.0,"12,102,530",3.0,83.0,15.0,"17,003"
"2,939",Mud,,820168.0,0.0,90.0,230.0,179,179,187,45.26445,-93.01997,"498,434","5,012,328",,,N,179.0,4.0,,3.0,"3,202,213",2.0,83.0,15.0,"20,075"
"2,940",Clear,,820163.0,0.0,45.0,443.0,429,429,424,45.26045,-93.00161,"499,874","5,011,883",24.0,,N,267.0,28.0,1.0,,"3,202,118",4.0,83.0,15.0,"20,075"
"2,941",George,,340142.0,0.0,22.0,248.0,228,228,231,45.24239,-94.98428,"344,269","5,011,792",31.0,24.0,N,112.0,34.0,1.0,,"12,103,432",3.0,83.0,15.0,"18,022"
"2,942",Howard,,20016.0,0.0,90.0,541.0,456,456,488,45.25988,-93.04308,"496,620","5,011,822",43.0,,N,449.0,7.0,1.0,4.0,"3,202,214",4.0,83.0,15.0,"20,075"
"2,943",Ham,,20053.0,0.0,45.0,224.0,155,155,174,45.25732,-93.22227,"482,560","5,011,560",38.0,,N,119.0,22.0,1.0,6.0,"3,202,316",3.0,83.0,15.0,"20,062"
"2,944",Black,,860095.0,0.0,,208.0,98,98,97,45.2539,-93.89162,"430,180","5,011,546",38.0,,N,82.0,50.0,1.0,9.0,"12,102,530",3.0,83.0,15.0,"17,003"
"2,945",Unnamed,Appleton Park Pond,760128.0,0.0,45.0,22.0,19,19,22,45.21938,-96.00364,"264,173","5,011,711",40.0,,N,19.0,13.0,0.0,,"12,004,311",3.0,83.0,15.0,"23,007"
"2,946",Shields,,820162.0,0.0,22.0,29.0,30,30,26,45.25286,-92.94525,"504,296","5,011,042",38.0,,N,22.0,27.0,0.0,,"3,202,122",1.0,83.0,15.0,"37,053"
"2,947",Keewahtin,Sylvan,820080.0,0.0,315.0,86.0,92,92,75,45.24841,-92.89864,"507,954","5,010,551",36.0,,N,67.0,34.0,1.0,,"3,202,019",2.0,83.0,15.0,"37,053"
"2,948",Henderson,,340116.0,0.0,225.0,91.0,75,75,73,45.23064,-94.99275,"343,572","5,010,504",28.0,31.0,N,27.0,57.0,1.0,,"12,003,406",1.0,83.0,15.0,"25,001"
"2,949",Pickeral,Pickerel,860280.0,0.0,,26.0,20,20,19,45.23882,-94.2287,"403,563","5,010,215",30.0,,N,15.0,37.0,0.0,9.0,"12,002,805",1.0,83.0,15.0,"18,020"
"2,950",Round,,20089.0,0.0,,347.0,256,256,266,45.23967,-93.3562,"472,044","5,009,637",39.0,,N,256.0,15.0,,2.0,"3,202,429",3.0,83.0,15.0,"21,101"
"2,951",Big Marine - NE Bay,,820052.0,1.0,,25.0,32,32,,45.24182,-92.85672,"511,245","5,009,824",24.0,,N,0.0,,,,"3,202,020",1.0,83.0,15.0,"37,056"
"2,952",Fish,,820064.0,0.0,,65.0,50,50,48,45.23922,-92.84403,"512,242","5,009,537",40.0,,N,50.0,2.0,1.0,,"3,202,021",1.0,83.0,15.0,"37,056"
"2,953",Swartout,Swart Watts,860208.0,0.0,22.0,344.0,293,293,171,45.23063,-94.07523,"415,596","5,009,134",43.0,,N,293.0,13.0,1.0,8.0,"12,002,704",3.0,83.0,15.0,"17,009"
"2,954",Crossways,Tamarack,20019.0,0.0,,530.0,355,355,365,45.22783,-93.06872,"494,606","5,008,262",43.0,,N,355.0,9.0,1.0,4.0,"3,202,227",4.0,83.0,15.0,"20,074"
"2,955",Foster,,860001.0,0.0,,124.0,115,115,121,45.22941,-93.57692,"454,712","5,008,597",43.0,,N,115.0,10.0,1.0,6.0,"12,002,303",2.0,83.0,15.0,"18,021"
"2,957",Sand,,820067.0,0.0,,41.0,47,47,45,45.23009,-92.80479,"515,324","5,008,529",40.0,,N,41.0,18.0,1.0,,"3,202,026",2.0,83.0,15.0,"37,050"
"2,958",Elkhorn,,340119.0,0.0,22.0,79.0,79,79,87,45.21122,-94.94364,"347,376","5,008,252",31.0,28.0,N,30.0,41.0,0.0,,"12,003,416",2.0,83.0,15.0,"18,041"
"2,961",Alice,,820287.0,0.0,360.0,27.0,26,26,25,45.22034,-92.76032,"518,818","5,007,456",40.0,,N,26.0,9.0,0.0,,"3,201,931",1.0,83.0,15.0,"37,050"
"2,962",Crooked,,20084.0,0.0,360.0,88.0,115,115,118,45.21029,-93.34305,"473,062","5,006,369",30.0,,N,86.0,26.0,1.0,,"3,102,404",3.0,83.0,15.0,"20,057"
"2,963",Bass,,340078.0,0.0,360.0,54.0,50,50,52,45.19934,-94.87908,"352,414","5,006,812",30.0,33.0,N,32.0,31.0,1.0,,"12,003,318",1.0,83.0,15.0,"18,032"
"2,965",Rondeau,Randeau,20015.0,0.0,,552.0,248,248,275,45.20539,-93.06782,"494,907","5,005,491",43.0,,N,248.0,7.0,1.0,3.0,"3,102,203",7.0,83.0,15.0,"20,074"
"2,966",Point,,340193.0,0.0,270.0,75.0,174,174,164,45.19464,-95.0166,"341,600","5,006,551",34.0,29.0,N,123.0,32.0,1.0,,"12,003,524",3.0,83.0,15.0,"25,002"
"2,967",Eagle,,340171.0,0.0,22.0,891.0,849,849,824,45.18475,-95.00084,"342,810","5,005,422",27.0,24.0,N,274.0,67.0,2.0,,"12,003,419",5.0,83.0,15.0,"25,002"
"2,970",Diamond,,270125.0,0.0,,454.0,405,405,406,45.2016,-93.50513,"460,328","5,005,470",43.0,,N,407.0,8.0,1.0,,"12,002,218",5.0,83.0,15.0,"20,105"
"2,971",Light Foot,,860122.0,0.0,,87.0,69,69,64,45.19945,-93.92679,"427,209","5,005,525",38.0,,N,56.0,22.0,1.0,9.0,"12,002,614",2.0,83.0,15.0,"18,014"
"2,972",Mud,,470040.0,0.0,45.0,100.0,69,69,100,45.19484,-94.26579,"400,575","5,005,374",,,N,,26.0,1.0,,"12,002,924",2.0,83.0,15.0,"18,018"
"2,973",Dans,,860274.0,0.0,360.0,90.0,81,81,73,45.19534,-94.15784,"409,055","5,005,303",30.0,,N,51.0,27.0,1.0,10.0,"12,002,823",2.0,83.0,15.0,"18,019"
"2,974",Peltier,,20004.0,0.0,360.0,483.0,552,552,465,45.18239,-93.05894,"495,369","5,003,213",38.0,,N,412.0,18.0,2.0,,"3,102,214",8.0,83.0,15.0,"20,071"
"2,975",North Twin,,860123.0,0.0,,47.0,49,49,42,45.19402,-93.93716,"426,387","5,004,932",30.0,,N,25.0,58.0,0.0,17.0,"12,002,622",1.0,83.0,15.0,"18,014"
"2,976",Long,Maple Island,820030.0,0.0,315.0,88.0,71,71,71,45.19105,-92.83977,"512,586","5,004,187",,,N,71.0,12.0,1.0,7.0,"3,102,009",2.0,83.0,15.0,"37,059"
"2,977",South Twin,,860126.0,0.0,,40.0,44,44,40,45.18887,-93.93368,"426,654","5,004,356",38.0,,N,36.0,19.0,0.0,9.0,"12,002,622",1.0,83.0,15.0,"18,014"
"2,978",Skataas,,340196.0,0.0,,200.0,204,204,197,45.16979,-95.02957,"340,512","5,003,816",43.0,,N,204.0,11.0,1.0,,"12,003,526",2.0,83.0,15.0,"25,002"
"2,979",Peterson,,470198.0,0.0,,143.0,135,135,127,45.17493,-94.72521,"364,442","5,003,831",43.0,,N,135.0,15.0,1.0,,"12,003,229",2.0,83.0,15.0,"18,029"
"2,980",Maxim,,860218.0,0.0,,146.0,46,46,47,45.1833,-94.09722,"413,798","5,003,898",38.0,,N,42.0,18.0,1.0,7.0,"12,002,720",1.0,83.0,15.0,"18,082"
"2,981",Little Rock,Caribou,860181.0,0.0,,78.0,37,37,36,45.18241,-94.0147,"420,280","5,003,715",30.0,,N,21.0,51.0,0.0,12.0,"12,002,724",1.0,83.0,15.0,"18,080"
"2,982",Albert,,860127.0,0.0,,78.0,58,58,53,45.17848,-93.93951,"426,183","5,003,207",30.0,,N,29.0,47.0,1.0,12.0,"12,002,627",1.0,83.0,15.0,"18,014"
"2,983",Coon Rapids Pool,,270043.0,0.0,,461.0,474,474,525,45.16401,-93.34813,"472,641","5,001,229",,,N,474.0,20.0,5.0,,"3,102,428",11.0,83.0,15.0,"20,065"
"2,984",George Watch,Walch,20005.0,0.0,,980.0,486,486,886,45.17608,-93.08961,"492,959","5,002,515",43.0,,N,486.0,7.0,,5.0,"3,102,216",6.0,83.0,15.0,"20,073"
"2,985",Champlin Mill Pond,,270061.0,0.0,90.0,36.0,37,37,34,45.18273,-93.39397,"469,048","5,003,325",40.0,,N,36.0,11.0,1.0,4.0,"12,002,119",2.0,83.0,15.0,"20,106"
"2,986",Terrapin,North Terrapin,820031.0,0.0,,138.0,122,122,86,45.17973,-92.8217,"514,283","5,003,150",42.0,,N,122.0,15.0,1.0,,"3,102,010",5.0,83.0,15.0,"37,059"
"2,989",Unnamed,,120007.0,0.0,,23.0,22,22,21,45.15062,-95.31976,"317,647","5,002,301",,,N,22.0,2.0,,1.0,"11,903,704",1.0,83.0,15.0,"26,071"
"2,991",Marshan,Forsham,20007.0,0.0,,357.0,204,204,312,45.16943,-93.10947,"491,398","5,001,778",43.0,,N,204.0,5.0,,4.0,"3,102,217",3.0,83.0,15.0,"20,073"
"2,992",Mays,South Terrapin,820033.0,0.0,,41.0,50,50,25,45.16831,-92.82138,"514,036","5,001,663",36.0,,N,23.0,25.0,,,"3,102,022",2.0,83.0,15.0,"37,059"
"2,993",Dunns,,470082.0,0.0,360.0,151.0,152,152,142,45.15539,-94.42898,"387,679","5,001,206",30.0,,N,85.0,20.0,1.0,12.0,"12,003,034",2.0,83.0,15.0,"18,059"
"2,994",Centerville,,20006.0,0.0,90.0,495.0,474,474,455,45.16341,-93.07048,"494,461","5,001,106",24.0,,N,276.0,19.0,1.0,12.0,"3,102,222",4.0,83.0,15.0,"20,071"
"2,995",Willmar,,340180.0,0.0,360.0,641.0,636,447,447,45.1386,-95.03367,"340,102","5,000,359",43.0,41.0,N,447.0,14.0,2.0,,"11,903,502",5.0,83.0,15.0,"25,002"
"2,996",East Boot,,820034.0,0.0,315.0,44.0,47,47,33,45.16456,-92.83159,"513,236","5,001,245",36.0,,N,28.0,27.0,0.0,,"3,102,022",2.0,83.0,15.0,"37,058"
"2,997",Clear,Mays,820045.0,0.0,,41.0,42,42,31,45.16484,-92.82248,"513,951","5,001,277",36.0,,N,29.0,27.0,,5.0,"3,102,022",1.0,83.0,15.0,"37,059"
"2,998",West Boot,,820044.0,0.0,,110.0,50,50,34,45.16316,-92.83801,"512,731","5,001,089",30.0,,N,19.0,34.0,0.0,,"3,102,021",1.0,83.0,15.0,"37,058"
"2,999",Square,,820046.0,0.0,315.0,198.0,203,203,195,45.15671,-92.8044,"515,375","5,000,377",23.0,,N,65.0,68.0,1.0,,"3,102,023",2.0,83.0,15.0,"37,059"
"3,000",Arvilla,Arville,470023.0,0.0,315.0,129.0,138,138,130,45.14898,-94.30629,"397,312","5,000,330",43.0,,N,138.0,9.0,1.0,,"11,902,903",2.0,83.0,15.0,"18,061"
"3,001",Reshanau,,20009.0,0.0,,401.0,337,337,336,45.15243,-93.09885,"492,230","4,999,888",43.0,,N,336.0,16.0,1.0,,"3,102,228",4.0,83.0,15.0,"20,123"
"3,002",Birch,,860116.0,0.0,,137.0,99,99,90,45.15288,-93.92854,"427,011","5,000,353",30.0,,N,63.0,26.0,1.0,9.0,"12,002,635",2.0,83.0,15.0,"18,007"
"3,003",Foot,,340181.0,0.0,270.0,544.0,503,692,692,45.13216,-95.06076,"337,955","4,999,698",41.0,42.0,N,663.0,24.0,1.0,,"11,903,510",9.0,83.0,15.0,"25,002"
"3,004",Sherman,,20011.0,0.0,,42.0,19,19,33,45.15362,-93.07131,"494,395","5,000,018",40.0,,N,19.0,5.0,,3.0,"3,102,222",1.0,83.0,15.0,"20,071"
"3,005",Mink,,860088.0,0.0,,114.0,94,94,91,45.14787,-93.88886,"430,125","4,999,761",30.0,,N,57.0,36.0,1.0,11.0,"11,902,506",2.0,83.0,15.0,"18,007"
"3,006",Boundary Creek Pond,,270256.0,0.0,360.0,11.0,11,11,11,45.14644,-93.40853,"467,883","4,999,299",40.0,,N,12.0,8.0,,,"11,902,201",1.0,83.0,15.0,"20,107"
"3,007",Big Carnelian,,820049.0,0.0,360.0,442.0,457,457,464,45.13513,-92.80854,"515,054","4,997,980",24.0,,N,131.0,66.0,2.0,26.0,"3,102,035",5.0,83.0,15.0,"37,076"
"3,008",Goose,,860108.0,0.0,,43.0,52,52,42,45.14093,-93.91924,"427,728","4,999,018",40.0,,N,52.0,14.0,1.0,5.0,"11,902,602",1.0,83.0,15.0,"18,074"
"3,009",Unnamed,Upper & Tadd,340028.0,0.0,360.0,18.0,39,39,24,45.1314,-94.78686,"359,490","4,999,101",40.0,42.0,N,39.0,8.0,0.0,,"11,903,311",2.0,83.0,15.0,"18,029"
"3,010",South School Section,South School,820151.0,0.0,315.0,95.0,109,109,124,45.13941,-92.90462,"507,499","4,998,442",38.0,,N,51.0,26.0,1.0,16.0,"3,102,136",2.0,83.0,15.0,"37,062"
