FISHERIES_WATERBODY_ID,LAKE_NAME,ALT_LAKE_NAME,DOW_NBR_PRIMARY,DOW_SUB_BASIN_NBR_PRIMARY,FETCH_ORIENTATION_DEGREES,LAKE_AREA_DOW_ACRES,LAKE_AREA_GIS_ACRES,LAKE_AREA_MN_ACRES,LAKE_AREA_PLANIMETERED_ACRES,LAKE_CENTER_LAT_DD5,LAKE_CENTER_LONG_DD5,LAKE_CENTER_UTM_EASTING,LAKE_CENTER_UTM_NORTHING,LAKE_CLASS_ID_PRIMARY,LAKE_CLASS_ID_ALTERNATE,LARGE_LAKE_FLAG,LITTORAL_AREA_ACRES,MAX_DEPTH_FEET,MAX_FETCH_MILES,MEAN_DEPTH_FEET,PLS_SECTION_ID_LAKE_CENTER,SHORE_LENGTH_MILES,UTM_DATUM_ID,UTM_ZONE_ID,WATERSHED_MINOR_ID
"2,691",Pelkey,,490030.0,0.0,,113.0,104,104,96,45.99181,-94.22812,"404,890","5,093,871",,,N,104.0,7.0,1.0,,"4,103,135",2.0,83.0,15.0,"15,037"
"2,693",East Twin,,490041.0,0.0,,24.0,20,20,20,45.98633,-94.47099,"386,070","5,093,580",,,N,6.0,35.0,,,"12,903,016",1.0,83.0,15.0,"10,066"
"2,694",Long,,210343.0,0.0,270.0,205.0,202,202,218,45.95584,-95.68521,"291,915","5,092,647",42.0,,N,201.0,18.0,2.0,9.0,"12,904,026",4.0,83.0,15.0,"26,120"
"2,695",Moon,,210226.0,0.0,315.0,126.0,139,139,124,45.95371,-95.58988,"299,295","5,092,166",31.0,28.0,N,45.0,38.0,1.0,19.0,"12,903,928",3.0,83.0,15.0,"26,120"
"2,696",Little Osakis,,770201.0,0.0,45.0,124.0,114,114,113,45.95279,-95.04595,"341,444","5,090,837",31.0,,N,34.0,43.0,1.0,,"12,903,526",2.0,83.0,15.0,"16,065"
"2,698",Louise,,210094.0,0.0,45.0,220.0,214,214,219,45.92915,-95.41891,"312,461","5,089,021",31.0,,N,98.0,33.0,1.0,18.0,"12,803,802",2.0,83.0,15.0,"14,020"
"2,700",Rice,,490025.0,0.0,,323.0,339,339,323,45.94101,-94.24021,"403,866","5,088,241",42.0,,N,339.0,8.0,2.0,,"4,003,129",7.0,83.0,15.0,"15,030"
"2,701",Clayton,,580040.0,0.0,,16.0,15,15,17,45.9424,-92.64228,"527,683","5,087,489",37.0,,N,15.0,13.0,1.0,,"4,001,819",2.0,83.0,15.0,"34,013"
"2,702",Thompson,,260020.0,0.0,360.0,149.0,154,154,150,45.90628,-95.81,"282,051","5,087,475",43.0,34.0,N,74.0,22.0,1.0,16.0,"12,804,110",2.0,83.0,15.0,"26,121"
"2,703",Geneva,,210052.0,0.0,360.0,663.0,640,640,631,45.8992,-95.32753,"319,448","5,085,482",27.0,,N,295.0,63.0,2.0,24.0,"12,803,715",5.0,83.0,15.0,"14,019"
"2,704",Brophy,,210102.0,0.0,315.0,281.0,297,297,289,45.90544,-95.44152,"310,627","5,086,440",31.0,,N,164.0,44.0,1.0,,"12,803,815",3.0,83.0,15.0,"14,021"
"2,705",Stony,Stone,210101.0,0.0,90.0,118.0,87,87,87,45.9077,-95.42605,"311,835","5,086,654",28.0,,N,58.0,58.0,1.0,10.0,"12,803,811",2.0,83.0,15.0,"14,020"
"2,706",Henry,,210051.0,0.0,360.0,152.0,152,152,159,45.90216,-95.37622,"315,682","5,085,922",24.0,,N,92.0,32.0,1.0,13.0,"12,803,718",2.0,83.0,15.0,"14,019"
"2,707",Mina,Berglins,210108.0,0.0,225.0,447.0,411,411,424,45.89133,-95.47616,"307,892","5,084,955",25.0,,N,158.0,123.0,2.0,28.0,"12,803,820",7.0,83.0,15.0,"14,021"
"2,708",Mud,,580090.0,0.0,,12.0,12,12,12,45.92565,-92.88175,"509,169","5,085,793",36.0,,N,10.0,26.0,,7.0,"4,002,030",1.0,83.0,15.0,"35,071"
"2,709",Agnes,,210053.0,0.0,247.0,162.0,137,137,137,45.89443,-95.3745,"315,789","5,085,060",24.0,,N,61.0,31.0,1.0,12.0,"12,803,718",2.0,83.0,15.0,"14,019"
"2,710",Cedar,,580089.0,0.0,,71.0,71,71,69,45.91674,-92.8566,"511,121","5,084,807",36.0,,N,64.0,18.0,1.0,5.0,"4,002,033",2.0,83.0,15.0,"35,071"
"2,712",Mustinka River Flowage,Mustinka Flowage,260235.0,0.0,315.0,106.0,91,91,91,45.87258,-96.11347,"258,368","5,084,605",42.0,,N,91.0,10.0,1.0,4.0,"12,804,330",3.0,83.0,15.0,"55,033"
"2,713",Quam,,210315.0,0.0,,179.0,185,185,178,45.8822,-95.65891,"293,680","5,084,397",43.0,,N,185.0,14.0,1.0,6.0,"12,804,023",3.0,83.0,15.0,"26,128"
"2,714",Gilbert,,210189.0,0.0,225.0,265.0,202,202,204,45.88374,-95.57017,"300,571","5,084,342",38.0,,N,190.0,17.0,1.0,8.0,"12,803,922",3.0,83.0,15.0,"26,125"
"2,715",Latoka,,210106.0,0.0,360.0,872.0,767,767,776,45.87478,-95.43381,"311,122","5,083,015",22.0,,N,269.0,108.0,2.0,42.0,"12,803,827",9.0,83.0,15.0,"14,020"
"2,716",Victoria,,210054.0,0.0,22.0,447.0,417,417,419,45.87527,-95.3357,"318,309","5,082,901",25.0,,N,131.0,60.0,3.0,32.0,"12,803,721",7.0,83.0,15.0,"14,025"
"2,717",Elk,,260040.0,0.0,315.0,171.0,207,207,190,45.86718,-95.80462,"282,315","5,083,116",34.0,,N,109.0,29.0,1.0,15.0,"12,804,127",3.0,83.0,15.0,"23,036"
"2,718",Cook,Cork,210111.0,0.0,90.0,118.0,101,101,95,45.87436,-95.48459,"307,179","5,083,090",34.0,,N,71.0,50.0,1.0,10.0,"12,803,829",3.0,83.0,15.0,"14,022"
"2,719",Round,,210197.0,0.0,360.0,76.0,81,81,66,45.86474,-95.55055,"302,026","5,082,182",30.0,,N,36.0,30.0,0.0,14.0,"12,803,926",1.0,83.0,15.0,"14,022"
"2,720",Lower Elk,,260046.0,0.0,315.0,115.0,131,131,152,45.85737,-95.78523,"283,782","5,081,973",43.0,,N,131.0,13.0,1.0,12.0,"12,804,135",3.0,83.0,15.0,"26,127"
"2,721",Jessie,,210055.0,0.0,360.0,134.0,110,110,105,45.86448,-95.3071,"320,921","5,081,579",34.0,,N,69.0,26.0,1.0,11.0,"12,803,734",3.0,83.0,15.0,"14,025"
"2,722",Spring,,330027.0,0.0,,142.0,22,22,16,45.88782,-93.27601,"478,585","5,081,620",21.0,,N,13.0,17.0,,8.0,"3,902,412",1.0,83.0,15.0,"36,049"
"2,723",Mill,,210180.0,0.0,45.0,461.0,451,451,461,45.85206,-95.53167,"303,447","5,080,728",27.0,,N,196.0,40.0,2.0,20.0,"12,803,935",5.0,83.0,15.0,"14,023"
"2,724",Nelson,,210551.0,0.0,,84.0,86,86,88,45.8575,-95.46083,"308,966","5,081,160",,,N,57.0,52.0,1.0,,"12,803,833",2.0,83.0,15.0,"14,020"
"2,725",Grill,,210204.0,0.0,270.0,65.0,67,67,58,45.85319,-95.51774,"304,556","5,080,662",42.0,,N,67.0,11.0,0.0,7.0,"12,803,936",3.0,83.0,15.0,"14,023"
"2,726",Smith,,210016.0,0.0,360.0,710.0,666,666,575,45.85198,-95.24851,"325,430","5,080,060",31.0,,N,364.0,30.0,2.0,15.0,"12,803,631",6.0,83.0,15.0,"16,064"
"2,727",Mora,,330034.0,0.0,,63.0,75,75,63,45.88063,-93.29287,"477,274","5,080,827",37.0,,N,,24.0,,,"3,902,411",3.0,83.0,15.0,"36,049"
"2,731",Blackwell,,210151.0,0.0,360.0,306.0,307,307,303,45.82709,-95.5573,"301,368","5,078,017",34.0,,N,203.0,42.0,1.0,10.0,"12,703,910",5.0,83.0,15.0,"14,023"
"2,732",Grants,,210150.0,0.0,360.0,206.0,177,177,171,45.8274,-95.5445,"302,363","5,078,020",31.0,,N,64.0,60.0,1.0,25.0,"12,703,911",3.0,83.0,15.0,"14,023"
"2,733",Trace,,770009.0,0.0,,277.0,253,253,252,45.83147,-94.75556,"363,651","5,076,821",39.0,,N,256.0,6.0,1.0,,"12,703,207",3.0,83.0,15.0,"10,133"
"2,734",Echo,,210157.0,0.0,,104.0,126,126,107,45.81393,-95.54705,"302,118","5,076,529",34.0,,N,74.0,40.0,1.0,12.0,"12,703,914",3.0,83.0,15.0,"14,023"
"2,736",Nelson,,260203.0,0.0,,105.0,124,124,105,45.79859,-96.12411,"257,220","5,076,418",,,N,124.0,7.0,,,"12,704,319",2.0,83.0,15.0,"55,036"
"2,737",Graham,,260204.0,0.0,,131.0,138,138,131,45.79429,-96.11387,"257,997","5,075,909",,,N,138.0,7.0,1.0,,"12,704,319",2.0,83.0,15.0,"55,036"
"2,738",Pocket,Van Loons,210140.0,0.0,360.0,283.0,263,263,275,45.79296,-95.51791,"304,308","5,074,127",34.0,32.0,N,110.0,40.0,2.0,15.0,"12,703,924",4.0,83.0,15.0,"14,024"
"2,739",Freeborn,,210162.0,0.0,45.0,250.0,248,248,241,45.79434,-95.61712,"296,603","5,074,529",34.0,,N,172.0,18.0,1.0,12.0,"12,703,919",3.0,83.0,15.0,"26,001"
"2,742",Devils,,580118.0,0.0,,19.0,16,16,18,45.81636,-92.96332,"502,849","5,073,645",28.0,23.0,N,4.0,80.0,,,"3,802,104",1.0,83.0,15.0,"36,070"
"2,743",Cottonwood,,260185.0,0.0,90.0,247.0,255,255,243,45.76114,-96.01991,"265,160","5,071,945",38.0,,N,243.0,16.0,1.0,10.0,"12,704,336",2.0,83.0,15.0,"55,003"
"2,744",Turtle,,210090.0,0.0,90.0,269.0,218,218,220,45.77489,-95.40211,"313,248","5,071,843",38.0,,N,192.0,21.0,1.0,7.0,"12,703,825",3.0,83.0,15.0,"26,008"
"2,745",Rock,,580117.0,0.0,,96.0,88,88,82,45.79553,-92.97999,"501,717","5,071,595",36.0,,N,67.0,32.0,,,"3,802,109",3.0,83.0,15.0,"37,003"
"2,747",Pennington,,330030.0,0.0,225.0,132.0,128,128,119,45.78089,-93.27234,"478,829","5,069,739",39.0,,N,113.0,25.0,1.0,6.0,"3,802,413",2.0,83.0,15.0,"36,059"
"2,748",Leven,,610066.0,0.0,360.0,296.0,282,282,283,45.72961,-95.28411,"322,278","5,066,543",31.0,,N,159.0,33.0,1.0,13.0,"12,603,714",3.0,83.0,15.0,"26,018"
"2,749",St. Anna,Rooney,730183.0,0.0,,119.0,126,126,119,45.74306,-94.61597,"374,294","5,066,771",23.0,,N,31.0,107.0,1.0,46.0,"12,603,107",2.0,83.0,15.0,"16,026"
"2,750",Perkins,,750075.0,0.0,225.0,799.0,518,518,512,45.70039,-95.86161,"277,228","5,064,742",43.0,40.0,N,517.0,13.0,2.0,8.0,"12,604,129",5.0,83.0,15.0,"23,054"
"2,751",Villard,,610067.0,0.0,360.0,559.0,544,544,536,45.71167,-95.29198,"321,608","5,064,567",38.0,,N,541.0,16.0,1.0,10.0,"12,603,723",4.0,83.0,15.0,"26,018"
"2,752",Amelia,,610064.0,0.0,360.0,948.0,934,934,910,45.6869,-95.29039,"321,653","5,061,812",27.0,,N,377.0,69.0,3.0,21.0,"12,603,726",7.0,83.0,15.0,"26,018"
"2,755",Malmedal,Malmedahl,610162.0,0.0,,184.0,199,199,220,45.67137,-95.53237,"302,756","5,060,654",43.0,,N,199.0,10.0,,6.0,"12,503,902",3.0,83.0,15.0,"26,009"
"2,756",Strandness,Victoria,610128.0,0.0,,89.0,92,92,98,45.66405,-95.51472,"304,105","5,059,798",44.0,,N,92.0,5.0,,4.0,"12,503,901",2.0,83.0,15.0,"26,009"
"2,757",Pelican,,610111.0,0.0,45.0,516.0,518,518,519,45.64394,-95.45604,"308,609","5,057,422",38.0,,N,422.0,34.0,2.0,10.0,"12,503,809",5.0,83.0,15.0,"26,009"
"2,759",Uhlenkolts,,730208.0,0.0,,258.0,250,250,258,45.6478,-94.72458,"365,618","5,056,363",,,N,,18.0,,,"12,503,209",5.0,83.0,15.0,"16,044"
"2,760",Adams,,300062.0,0.0,315.0,11.0,11,11,12,45.66253,-93.24311,"481,062","5,056,583",33.0,,N,6.0,47.0,0.0,15.0,"3,702,329",1.0,83.0,15.0,"21,068"
"2,761",Charlotte,Olson,750046.0,0.0,,377.0,468,468,425,45.61973,-95.77353,"283,775","5,055,540",42.0,,N,425.0,20.0,1.0,13.0,"12,504,124",8.0,83.0,15.0,"26,099"
"2,762",Black Oak,,730241.0,0.0,22.0,121.0,95,95,119,45.63367,-94.81019,"358,912","5,054,941",42.0,,N,98.0,19.0,1.0,11.0,"12,503,315",3.0,83.0,15.0,"16,042"
"2,764",Unnamed,,780005.0,0.0,45.0,37.0,39,39,,45.59929,-96.4728,"229,162","5,055,395",,,N,0.0,,0.0,,"12,504,632",1.0,83.0,15.0,"55,024"
"2,765",Long,,750024.0,0.0,360.0,588.0,620,620,591,45.58974,-95.79251,"282,179","5,052,260",41.0,,N,636.0,10.0,3.0,5.0,"12,504,135",8.0,83.0,15.0,"26,004"
"2,766",Little Stanchfield,,300044.0,0.0,360.0,155.0,146,146,138,45.63591,-93.23352,"481,800","5,053,623",43.0,39.0,N,146.0,12.0,,4.0,"3,602,305",2.0,83.0,15.0,"21,068"
"2,767",Barry,,60170.0,0.0,315.0,356.0,398,398,393,45.5711,-96.58214,"220,495","5,052,640",43.0,42.0,N,398.0,9.0,1.0,7.0,"12,404,708",6.0,83.0,15.0,"22,050"
"2,768",Krans,,300020.0,0.0,,47.0,35,35,42,45.63172,-93.14422,"488,759","5,053,141",30.0,,N,31.0,31.0,,,"3,602,301",1.0,83.0,15.0,"21,069"
"2,769",Neander,,130072.0,0.0,,53.0,57,57,52,45.62652,-93.04822,"496,241","5,052,554",40.0,36.0,N,48.0,17.0,1.0,,"3,602,211",1.0,83.0,15.0,"37,010"
"2,770",Grove,,610023.0,0.0,225.0,420.0,345,345,379,45.60004,-95.18698,"329,442","5,051,937",34.0,,N,230.0,31.0,2.0,10.0,"12,503,626",5.0,83.0,15.0,"18,085"
"2,771",Unnamed,,60338.0,0.0,45.0,15.0,9,9,,45.56432,-96.59488,"219,467","5,051,931",,,N,0.0,,0.0,,"12,404,708",1.0,83.0,15.0,"22,050"
"2,772",Middle Spunk,,730128.0,0.0,67.0,242.0,236,236,236,45.6069,-94.46547,"385,725","5,051,417",23.0,,N,81.0,81.0,1.0,28.0,"12,503,028",4.0,83.0,15.0,"15,016"
"2,773",East Toqua,,60138.0,0.0,315.0,446.0,437,437,428,45.56146,-96.44404,"231,224","5,051,096",43.0,,N,437.0,9.0,1.0,6.0,"12,404,609",3.0,83.0,15.0,"55,021"
"2,775",West Toqua,,60137.0,0.0,360.0,460.0,288,288,322,45.55678,-96.45881,"230,049","5,050,626",43.0,,N,288.0,5.0,1.0,3.0,"12,404,617",4.0,83.0,15.0,"55,021"
"2,776",Unnamed,Kleindl Pond,60178.0,0.0,,82.0,74,74,82,45.55531,-96.52952,"224,523","5,050,703",,,N,60.0,7.0,,,"12,404,714",1.0,83.0,15.0,"55,026"
"2,777",Big Spunk,Upper Spunk,730117.0,0.0,315.0,410.0,415,415,440,45.59436,-94.4711,"385,260","5,050,032",31.0,,N,150.0,38.0,1.0,16.0,"12,503,032",5.0,83.0,15.0,"15,016"
"2,778",Watab,Long,730070.0,0.0,,95.0,97,97,88,45.59914,-94.29342,"399,127","5,050,324",28.0,,N,33.0,54.0,1.0,19.0,"12,502,935",3.0,83.0,15.0,"15,011"
"2,779",Unnamed,Golf Course Pond,60140.0,0.0,,80.0,71,71,80,45.55077,-96.44563,"231,049","5,049,914",,,N,71.0,6.0,,,"12,404,616",1.0,83.0,15.0,"55,021"
"2,780",Rossier,Rose,730072.0,0.0,,40.0,37,37,33,45.59318,-94.30132,"398,500","5,049,672",33.0,,N,16.0,31.0,1.0,14.0,"12,502,935",1.0,83.0,15.0,"15,011"
"2,781",Stump,,730091.0,0.0,,73.0,72,72,76,45.57866,-94.39996,"390,778","5,048,188",35.0,,N,62.0,36.0,2.0,8.0,"12,403,001",3.0,83.0,15.0,"15,022"
"2,782",Little Horseshoe,,130080.0,0.0,315.0,47.0,49,49,36,45.59057,-93.06911,"494,609","5,048,561",30.0,33.0,N,18.0,43.0,0.0,15.0,"3,602,222",1.0,83.0,15.0,"37,010"
"2,784",Pitts,Pills,730098.0,0.0,,100.0,114,114,93,45.56654,-94.50023,"382,930","5,046,984",38.0,,N,83.0,18.0,1.0,9.0,"12,403,007",2.0,83.0,15.0,"15,016"
"2,785",Kalla,Thomas,730100.0,0.0,,104.0,106,106,103,45.5661,-94.47803,"384,661","5,046,902",31.0,,N,41.0,48.0,1.0,19.0,"12,403,008",2.0,83.0,15.0,"15,016"
"2,786",Unnamed,Taffe,60251.0,0.0,,60.0,52,52,60,45.52187,-96.55088,"222,692","5,047,062",,,N,52.0,10.0,,,"12,404,727",1.0,83.0,15.0,"22,050"
"2,787",Schmid,Middle,730101.0,0.0,,36.0,38,38,34,45.56539,-94.45313,"386,603","5,046,788",33.0,,N,20.0,34.0,0.0,12.0,"12,403,009",1.0,83.0,15.0,"15,023"
"2,788",Hattie,,750200.0,0.0,315.0,490.0,459,459,477,45.52711,-96.07409,"259,948","5,046,106",43.0,,N,464.0,9.0,2.0,7.0,"12,404,320",5.0,83.0,15.0,"23,008"
"2,789",Signalness,Mountain,610149.0,0.0,315.0,41.0,41,41,39,45.54093,-95.52191,"303,115","5,046,137",36.0,,N,41.0,14.0,0.0,8.0,"12,403,923",1.0,83.0,15.0,"26,013"
"2,790",Big Watab,,730102.0,0.0,360.0,233.0,246,246,227,45.55259,-94.45127,"386,722","5,045,363",23.0,24.0,N,46.0,123.0,1.0,44.0,"12,403,016",4.0,83.0,15.0,"15,023"
"2,791",Minnie,,730099.0,0.0,,22.0,27,27,26,45.55715,-94.49999,"382,930","5,045,940",20.0,,N,9.0,57.0,1.0,16.0,"12,403,018",1.0,83.0,15.0,"15,016"
"2,792",North Rothwell,North Rockwell (PWI),60147.0,0.0,135.0,228.0,297,297,392,45.50919,-96.44518,"230,885","5,045,293",42.0,,N,297.0,13.0,1.0,,"12,404,633",4.0,83.0,15.0,"55,021"
"2,793",Little Rice,,730167.0,0.0,,83.0,56,56,54,45.55077,-94.52424,"381,023","5,045,267",38.0,,N,49.0,24.0,1.0,5.0,"12,403,113",1.0,83.0,15.0,"15,016"
"2,794",Elizabeth,,300083.0,0.0,,323.0,275,275,323,45.55528,-93.30376,"476,291","5,044,683",,,N,275.0,5.0,,5.0,"3,502,402",4.0,83.0,15.0,"21,079"
"2,795",Page,Paige,750019.0,0.0,360.0,386.0,375,375,372,45.52208,-95.79358,"281,834","5,044,746",31.0,,N,170.0,17.0,2.0,12.0,"12,404,127",3.0,83.0,15.0,"26,006"
"2,796",Kraemer,,730064.0,0.0,,200.0,195,195,194,45.55088,-94.3653,"393,430","5,045,056",29.0,,N,105.0,30.0,1.0,13.0,"12,402,918",2.0,83.0,15.0,"15,023"
"2,797",Koop,Stearns,730166.0,0.0,,57.0,60,60,57,45.55085,-94.51339,"381,871","5,045,259",30.0,,N,27.0,52.0,1.0,16.0,"12,403,113",1.0,83.0,15.0,"15,016"
"2,801",Nelson,,610101.0,0.0,225.0,337.0,293,293,275,45.52481,-95.44413,"309,133","5,044,159",43.0,,N,268.0,15.0,1.0,11.0,"12,403,828",4.0,83.0,15.0,"26,021"
"2,802",Unnamed,Botkers,60121.0,0.0,45.0,44.0,44,44,36,45.49644,-96.47542,"228,462","5,043,978",40.0,,N,36.0,19.0,0.0,,"12,304,606",1.0,83.0,15.0,"55,021"
"2,803",Elms,,300036.0,0.0,225.0,53.0,52,52,53,45.54544,-93.21491,"483,224","5,043,568",36.0,38.0,N,43.0,26.0,0.0,,"3,502,304",1.0,83.0,15.0,"21,070"
"2,805",Clear,,730172.0,0.0,,130.0,118,118,119,45.52903,-94.53485,"380,149","5,042,867",31.0,,N,49.0,40.0,1.0,19.0,"12,403,123",2.0,83.0,15.0,"15,016"
"2,806",Long,,730107.0,0.0,,158.0,153,153,163,45.52505,-94.47778,"384,597","5,042,342",29.0,,N,91.0,46.0,1.0,19.0,"12,403,029",3.0,83.0,15.0,"16,014"
"2,807",Terrace Mill Pond,,610055.0,0.0,,13.0,23,23,9,45.51223,-95.31564,"319,127","5,042,464",40.0,,N,23.0,15.0,,7.0,"12,403,734",1.0,83.0,15.0,"26,023"
"2,808",Unnamed,,60237.0,0.0,,46.0,40,40,46,45.47496,-96.41426,"233,139","5,041,387",,,N,40.0,5.0,,,"12,304,610",1.0,83.0,15.0,"22,044"
"2,809",Linka,,610037.0,0.0,90.0,179.0,178,178,197,45.49039,-95.36502,"315,198","5,040,150",31.0,,N,71.0,50.0,1.0,22.0,"12,303,706",2.0,83.0,15.0,"26,023"
"2,810",Francis,,300080.0,0.0,360.0,308.0,269,269,301,45.50578,-93.33053,"474,179","5,039,192",42.0,44.0,N,269.0,7.0,1.0,4.0,"3,502,421",4.0,83.0,15.0,"21,083"
"2,811",Gilchrist,,610072.0,0.0,315.0,330.0,336,336,321,45.4756,-95.36488,"315,160","5,038,507",34.0,,N,209.0,24.0,2.0,10.0,"12,303,707",5.0,83.0,15.0,"26,023"
"2,813",Baxter,,300114.0,0.0,360.0,81.0,88,88,78,45.5009,-93.48607,"462,026","5,038,712",37.0,,N,88.0,10.0,1.0,4.0,"3,502,520",2.0,83.0,15.0,"21,051"
"2,814",Blue,,300107.0,0.0,22.0,309.0,263,263,309,45.47524,-93.50108,"460,835","5,035,867",34.0,25.0,N,134.0,31.0,3.0,,"3,502,531",5.0,83.0,15.0,"21,092"
"2,815",Cantlin,,710041.0,0.0,22.0,133.0,124,124,133,45.48686,-93.58701,"454,128","5,037,204",42.0,,N,124.0,12.0,1.0,8.0,"3,502,628",3.0,83.0,15.0,"17,025"
"2,816",Round,,130038.0,0.0,,11.0,13,13,11,45.49071,-92.85444,"511,374","5,037,474",40.0,,N,13.0,9.0,,6.0,"3,502,028",1.0,83.0,15.0,"37,030"
"2,817",German,,300100.0,0.0,,340.0,353,353,340,45.47837,-93.38751,"469,714","5,036,166",43.0,39.0,N,353.0,5.0,,3.0,"3,502,431",4.0,83.0,15.0,"21,084"
"2,818",Scandinavian,,610041.0,0.0,360.0,409.0,417,417,424,45.45299,-95.34793,"316,412","5,035,955",24.0,,N,230.0,49.0,1.0,11.0,"12,303,720",4.0,83.0,15.0,"26,023"
"2,819",Round,,710167.0,0.0,,39.0,36,36,37,45.47607,-94.06383,"416,851","5,036,388",30.0,,N,23.0,43.0,0.0,13.0,"3,503,034",1.0,83.0,15.0,"17,029"
"2,820",Elk,Big Elk,710141.0,0.0,22.0,352.0,357,357,360,45.47126,-93.94578,"426,072","5,035,739",43.0,40.0,N,357.0,9.0,1.0,5.0,"3,402,904",3.0,83.0,15.0,"17,056"
"2,821",Long,,710159.0,0.0,,180.0,174,174,182,45.46815,-94.07461,"415,997","5,035,520",29.0,,N,144.0,26.0,2.0,10.0,"3,503,033",3.0,83.0,15.0,"17,029"
"2,822",Pickerel,Fish,710158.0,0.0,,180.0,108,108,121,45.46963,-94.06262,"417,132","5,035,930",38.0,,N,105.0,21.0,1.0,5.0,"3,503,034",3.0,83.0,15.0,"17,029"
"2,823",Horseleg,,300012.0,0.0,,95.0,80,80,95,45.46867,-93.05003,"496,089","5,035,017",37.0,,N,80.0,5.0,1.0,5.0,"3,402,202",2.0,83.0,15.0,"37,016"
"2,824",Johnson,Fish,610044.0,0.0,,61.0,64,64,66,45.44369,-95.27209,"322,313","5,034,752",33.0,,N,64.0,7.0,,,"12,303,724",1.0,83.0,15.0,"26,028"
"2,825",Stickney,,710149.0,0.0,,85.0,85,85,88,45.45729,-94.04426,"418,354","5,034,282",40.0,,N,85.0,5.0,1.0,,"3,403,002",2.0,83.0,15.0,"17,029"
"2,826",Horseshoe,,300003.0,0.0,,119.0,110,110,116,45.45912,-93.04995,"496,094","5,033,956",37.0,,N,110.0,6.0,1.0,,"3,402,202",2.0,83.0,15.0,"37,016"
"2,827",Swenson,,60103.0,0.0,,110.0,204,204,110,45.40317,-96.42054,"232,308","5,033,433",,,N,0.0,,,,"12,204,603",3.0,83.0,15.0,"22,038"
"2,829",Clear,,710153.0,0.0,,109.0,113,113,111,45.44649,-94.04505,"418,277","5,033,083",29.0,,N,50.0,30.0,1.0,15.0,"3,403,011",2.0,83.0,15.0,"17,029"
"2,830",Grand,,730055.0,0.0,45.0,666.0,651,651,655,45.43675,-94.33709,"395,421","5,032,339",27.0,,N,235.0,34.0,1.0,19.0,"12,302,928",4.0,83.0,15.0,"16,010"
"2,832",Horseshoe,,730157.0,0.0,22.0,995.0,629,629,550,45.42655,-94.52873,"379,404","5,031,342",25.0,,N,275.0,57.0,2.0,14.0,"12,303,135",13.0,83.0,15.0,"16,016"
"2,833",Camp,,710123.0,0.0,22.0,83.0,77,77,79,45.4406,-93.95939,"424,967","5,032,345",30.0,,N,56.0,34.0,1.0,9.0,"3,402,916",2.0,83.0,15.0,"17,056"
"2,834",Sunrise,,130031.0,0.0,,810.0,796,796,742,45.42778,-92.86512,"510,551","5,030,482",41.0,38.0,N,712.0,21.0,,4.0,"3,402,017",7.0,83.0,15.0,"37,037"
"2,836",North Sunrise Pool,,130059.0,3.0,,577.0,410,410,578,45.43027,-92.92498,"505,868","5,030,753",42.0,43.0,N,410.0,6.0,,,"3,402,113",12.0,83.0,15.0,"37,041"
"2,837",Camp,,760072.0,0.0,225.0,216.0,230,230,203,45.40391,-95.38923,"313,021","5,030,599",34.0,31.0,N,97.0,26.0,1.0,,"12,203,801",4.0,83.0,15.0,"26,030"
"2,838",West Hunter,,710022.0,0.0,,58.0,61,61,58,45.43282,-93.52038,"459,296","5,031,165",40.0,,N,60.0,6.0,1.0,4.0,"3,402,613",2.0,83.0,15.0,"21,093"
"2,839",East Hunter,,710023.0,0.0,,56.0,57,57,54,45.43073,-93.51654,"459,595","5,030,931",40.0,,N,55.0,7.0,1.0,5.0,"3,402,613",2.0,83.0,15.0,"21,093"
"2,843",Fuller,,730012.0,0.0,,35.0,30,30,35,45.42143,-94.07476,"415,915","5,030,329",36.0,,N,27.0,28.0,0.0,8.0,"12,302,734",1.0,83.0,15.0,"17,017"
"2,845",Unnamed,Thompson Pond,60276.0,0.0,,35.0,38,38,35,45.37447,-96.31746,"240,244","5,029,906",,,N,38.0,7.0,,,"12,204,516",1.0,83.0,15.0,"22,001"
"2,846",Typo,,300009.0,0.0,45.0,273.0,298,298,295,45.41417,-93.0865,"493,232","5,028,965",43.0,,N,298.0,6.0,1.0,,"3,402,221",4.0,83.0,15.0,"37,018"
"2,847",Mund,,730022.0,0.0,,21.0,20,20,37,45.41198,-94.15814,"409,377","5,029,370",40.0,,N,19.0,19.0,0.0,6.0,"12,202,801",1.0,83.0,15.0,"17,018"
"2,848",Deep,Long,730141.0,0.0,,53.0,54,54,48,45.40325,-94.55843,"378,037","5,028,930",28.0,,N,12.0,54.0,1.0,26.0,"12,203,103",2.0,83.0,15.0,"16,056"
"2,849",Otrey,,60050.0,0.0,,562.0,475,475,562,45.35732,-96.33565,"238,741","5,028,059",42.0,43.0,N,475.0,8.0,,5.0,"12,204,520",8.0,83.0,15.0,"22,001"
"2,850",Dallas,Immans,730001.0,0.0,,23.0,25,25,20,45.40715,-94.09054,"414,660","5,028,760",33.0,,N,16.0,22.0,0.0,9.0,"12,202,704",1.0,83.0,15.0,"17,017"
"2,851",Feldges,Immans,730002.0,0.0,,32.0,24,24,21,45.40289,-94.09542,"414,272","5,028,291",40.0,,N,19.0,17.0,0.0,5.0,"12,202,704",1.0,83.0,15.0,"17,017"
